"Disclaimer - The Data provided in the adjusted 52 week high and adjusted 52 week low columns  are adjusted for corporate actions (bonus, splits & rights).For actual (unadjusted) 52 week high & low prices, kindly refer bhavcopy."
"Effective for 16-Dec-2025"
"SYMBOL","SERIES","Adjusted_52_Week_High","52_Week_High_Date","Adjusted_52_Week_Low","52_Week_Low_DT"
"GODFRYPHLP","EQ","   3947.00","16-SEP-2025","   1370.82","28-JAN-2025"
"GODIGIT","EQ","    381.40","24-SEP-2025","    264.60","07-APR-2025"
"GODREJAGRO","EQ","    876.35","24-JUL-2025","    560.05","19-NOV-2025"
"GODREJCP","EQ","   1309.00","04-SEP-2025","    979.50","04-MAR-2025"
"GODREJIND","EQ","   1390.00","06-JUN-2025","    766.00","17-FEB-2025"
"GODREJPROP","EQ","   3015.00","17-DEC-2024","   1900.00","07-APR-2025"
"GOENKA","BZ","      1.44","24-OCT-2025","       .76","07-MAY-2025"
"GOKEX","EQ","   1262.15","18-DEC-2024","    668.10","29-AUG-2025"
"GOKUL","EQ","     66.23","06-JAN-2025","     36.21","21-NOV-2025"
"GOKULAGRO","EQ","    221.50","01-DEC-2025","     96.55","07-APR-2025"
"GOLD1","EQ","    114.00","15-DEC-2025","     63.51","19-DEC-2024"
"GOLD360","EQ","    139.90","09-OCT-2025","     78.20","19-JUN-2025"
"GOLDADD","EQ","    131.04","21-OCT-2025","     73.40","20-DEC-2024"
"GOLDBEES","EQ","    111.09","15-DEC-2025","     62.80","24-DEC-2024"
"GOLDBEINAV","EQ","-","-","-","-"
"GOLDBND","EQ","    135.95","12-DEC-2025","    127.96","15-DEC-2025"
"GOLDCASE","EQ","     21.45","15-DEC-2025","     11.25","15-JAN-2025"
"GOLDENTOBC","BZ","     45.00","07-FEB-2025","     30.50","09-DEC-2025"
"GOLDETF","EQ","    131.62","15-DEC-2025","     73.20","19-DEC-2024"
"GOLDIAM","EQ","    569.00","16-JAN-2025","    251.35","07-APR-2025"
"GOLDIETF","EQ","    116.21","15-DEC-2025","     63.75","23-DEC-2024"
"GOLDKART","SM","    268.00","18-SEP-2025","    187.60","18-DEC-2024"
"GOLDSHARE","EQ","    113.90","15-DEC-2025","     63.60","19-DEC-2024"
"GOLDSTAR","SM","     13.50","24-APR-2025","      6.80","15-DEC-2025"
"GOLDTECH","EQ","     86.50","17-DEC-2024","     45.35","10-DEC-2025"
"GOODLUCK","EQ","   1349.00","03-OCT-2025","    567.75","18-FEB-2025"
"GOPAL","EQ","    421.40","16-DEC-2024","    255.90","17-MAR-2025"
"GOYALALUM","EQ","     11.75","20-DEC-2024","      6.16","20-NOV-2025"
"GOYALSALT","SM","    216.00","09-JAN-2025","    142.00","13-MAR-2025"
"GPECO","SM","    616.50","02-SEP-2025","    230.00","17-FEB-2025"
"GPIL","EQ","    290.00","29-OCT-2025","    145.75","03-MAR-2025"
"GPPL","EQ","    194.39","16-DEC-2024","    122.50","03-MAR-2025"
"GPTHEALTH","EQ","    191.05","23-DEC-2024","    126.10","04-MAR-2025"
"GPTINFRA","EQ","    149.80","30-MAY-2025","     84.48","05-MAR-2025"
"GRANULES","EQ","    621.10","07-JAN-2025","    422.00","09-APR-2025"
"GRAPHISAD","SM","     66.50","16-DEC-2024","     30.40","17-NOV-2025"
"GRAPHITE","EQ","    651.80","30-OCT-2025","    365.75","04-MAR-2025"
"GRASIM","EQ","   2977.80","29-OCT-2025","   2276.95","13-JAN-2025"
"GRAVITA","EQ","   2474.85","20-DEC-2024","   1379.65","07-APR-2025"
"GRCAPMINAV","EQ","-","-","-","-"
"GRCL","SM","    525.25","28-MAY-2025","    315.60","03-OCT-2025"
"GREAVESCOT","EQ","    319.50","30-DEC-2024","    168.25","07-APR-2025"
"GREENCHEF","SM","     90.00","02-JAN-2025","     48.15","09-DEC-2025"
"GREENLAM","EQ","    312.00","30-DEC-2024","    197.42","05-MAY-2025"
"GREENLEAF","SM","    179.65","03-DEC-2025","    111.00","10-NOV-2025"
"GREENPANEL","EQ","    403.70","16-DEC-2024","    202.81","07-APR-2025"
"GREENPLY","EQ","    351.95","24-JUL-2025","    245.10","07-APR-2025"
"GREENPOWER","EQ","     18.50","16-DEC-2024","     10.96","09-MAY-2025"
"GRETEX","SM","    263.40","29-MAY-2025","    181.00","03-DEC-2025"
"GRINDWELL","EQ","   2255.90","16-DEC-2024","   1356.05","04-MAR-2025"
"GRINFRA","EQ","   1603.50","16-DEC-2024","    901.00","17-MAR-2025"
"GRMOVER","EQ","    503.00","20-NOV-2025","    175.90","13-JAN-2025"
"GRN200INAV","EQ","-","-","-","-"
"GRO250INAV","EQ","-","-","-","-"
"GROBTEA","EQ","   1359.90","09-JUN-2025","    747.00","05-MAR-2025"
"GROLIQINAV","EQ","-","-","-","-"
"GRONIFINAV","EQ","-","-","-","-"
"GROWEVINAV","EQ","-","-","-","-"
"GROWLOINAV","EQ","-","-","-","-"
"GROWMOINAV","EQ","-","-","-","-"
"GROWSLINAV","EQ","-","-","-","-"
"GROWW","EQ","    193.80","18-NOV-2025","    112.00","12-NOV-2025"
"GROWWCAPM","EQ","     11.78","05-DEC-2025","      9.41","09-DEC-2025"
"GROWWDEFNC","EQ","     93.89","19-MAY-2025","     49.83","03-MAR-2025"
"GROWWEV","EQ","     32.22","18-SEP-2025","     23.00","07-APR-2025"
"GROWWGINAV","EQ","-","-","-","-"
"GROWWGOLD","EQ","    131.27","15-DEC-2025","     74.20","26-DEC-2024"
"GROWWLIQID","EQ","    107.55","21-JUL-2025","     99.60","19-DEC-2024"
"GROWWLOVOL","EQ","     11.50","26-JUN-2025","      9.00","18-JUN-2025"
"GROWWMC150","EQ","    227.50","17-NOV-2025","    215.48","09-DEC-2025"
"GROWWMOM50","EQ","     12.00","10-JUN-2025","      9.11","02-MAY-2025"
"GROWWN200","EQ","     12.45","07-APR-2025","      9.00","10-MAR-2025"
"GROWWNET","EQ","     12.14","23-JUL-2025","      9.17","14-JUL-2025"
"GROWWNIFTY","EQ","     11.00","18-SEP-2025","      9.50","12-AUG-2025"
"GROWWNINAV","EQ","-","-","-","-"
"GROWWNXT50","EQ","     72.25","01-DEC-2025","     64.00","28-AUG-2025"
"GROWWPINAV","EQ","-","-","-","-"
"GROWWPOWER","EQ","     11.30","08-DEC-2025","      9.43","09-DEC-2025"
"GROWWRAIL","EQ","     43.66","19-MAY-2025","     28.72","07-APR-2025"
"GROWWRINAV","EQ","-","-","-","-"
"GROWWRLTY","EQ","     11.30","12-NOV-2025","      9.52","11-DEC-2025"
"GROWWSC250","EQ","     10.47","30-OCT-2025","      9.17","09-DEC-2025"
"GROWWSLVR","EQ","    194.21","15-OCT-2025","     94.20","23-MAY-2025"
"GRPLTD","EQ","   3534.65","03-JAN-2025","   1604.10","08-DEC-2025"
"GRRAILINAV","EQ","-","-","-","-"
"GRSE","EQ","   3538.40","23-JUN-2025","   1184.90","03-MAR-2025"
"GRW150INAV","EQ","-","-","-","-"
"GRWRHITECH","EQ","   5378.10","20-DEC-2024","   2317.35","09-APR-2025"
"GRWWDFINAV","EQ","-","-","-","-"
"GSEC10ABSL","EQ","    111.10","26-NOV-2025","    101.35","26-DEC-2024"
"GSEC10IETF","EQ","    265.36","18-JUL-2025","    238.55","30-DEC-2024"
"GSEC10INAV","EQ","-","-","-","-"
"GSEC10YEAR","EQ","     31.00","26-MAR-2025","     27.10","26-DEC-2024"
"GSEC5IETF","EQ","     66.70","01-AUG-2025","     58.01","13-JAN-2025"
"GSFC","EQ","    231.45","17-DEC-2024","    158.30","03-MAR-2025"
"GSLSU","BE","    180.38","16-DEC-2024","     84.71","30-SEP-2025"
"GSMFOILS","SM","    255.15","08-SEP-2025","    108.53","11-MAR-2025"
"GSPL","EQ","    387.00","17-JAN-2025","    261.45","04-MAR-2025"
"GSS","EQ","     66.78","01-JAN-2025","     17.30","15-DEC-2025"
"GSTL","ST","     37.30","19-DEC-2024","      5.95","07-NOV-2025"
"GTECJAINX","EQ","     40.00","23-DEC-2024","     19.71","07-MAY-2025"
"GTL","EQ","     14.25","16-DEC-2024","      7.59","07-MAY-2025"
"GTLINFRA","EQ","      2.25","16-DEC-2024","      1.24","09-DEC-2025"
"GTPL","EQ","    157.99","09-JAN-2025","     97.05","12-DEC-2025"
"GUFICBIO","EQ","    498.25","07-JAN-2025","    298.80","07-APR-2025"
"GUJALKALI","EQ","    788.45","16-DEC-2024","    483.60","03-MAR-2025"
"GUJAPOLLO","EQ","    556.00","26-AUG-2025","    246.55","04-MAR-2025"
"GUJGASLTD","EQ","    522.95","17-DEC-2024","    360.25","03-MAR-2025"
"GUJRAFFIA","BE","    105.88","30-DEC-2024","     34.87","13-MAR-2025"
"GUJTHEM","EQ","    479.00","27-OCT-2025","    208.00","03-MAR-2025"
"GULFOILLUB","EQ","   1331.90","01-JUL-2025","    911.00","07-APR-2025"
"GULFPETRO","EQ","     59.92","16-DEC-2024","     32.91","11-DEC-2025"
"GULPOLY","EQ","    224.47","05-FEB-2025","    129.50","09-DEC-2025"
"GURUNANAK","SM","     60.00","01-OCT-2025","     27.00","28-NOV-2025"
"GVKPIL","BE","      5.04","24-DEC-2024","      2.95","20-NOV-2025"
"GVPIL","EQ","    457.00","16-DEC-2024","    205.25","07-APR-2025"
"GVPTECH","EQ","     12.68","20-DEC-2024","      7.61","13-MAR-2025"
"GVT&D","EQ","   3323.80","03-NOV-2025","   1254.00","09-APR-2025"
"HAL","EQ","   5165.00","16-MAY-2025","   3046.05","03-MAR-2025"
"HALEOSLABS","BE","   1680.00","21-APR-2025","    959.80","04-MAR-2025"
"HAPPSTMNDS","EQ","    773.80","30-DEC-2024","    486.60","08-OCT-2025"
"HAPPYFORGE","EQ","   1102.00","16-DEC-2024","    724.10","07-APR-2025"
"HARDWYN","EQ","     22.82","16-DEC-2024","     10.75","28-MAR-2025"
"HARIOMPIPE","EQ","    587.00","17-DEC-2024","    320.35","17-MAR-2025"
"HARRMALAYA","EQ","    341.85","16-DEC-2024","    157.41","09-DEC-2025"
"HARSHA","EQ","    546.50","16-DEC-2024","    329.95","07-APR-2025"
"HATHWAY","EQ","     17.98","16-JUL-2025","     11.94","07-APR-2025"
"HATSUN","EQ","   1179.00","28-OCT-2025","    859.55","07-MAY-2025"
"HAVELLS","EQ","   1775.00","16-DEC-2024","   1380.00","10-DEC-2025"
"HAVISHA","EQ","      3.05","12-JUN-2025","      1.52","05-DEC-2025"
"HBANKEINAV","EQ","-","-","-","-"
"HBLENGINE","EQ","   1122.00","10-NOV-2025","    405.00","17-MAR-2025"
"HBS500INAV","EQ","-","-","-","-"
"HBSL","BE","    137.00","30-JUN-2025","     70.00","01-APR-2025"
"HCC","EQ","     40.21","16-DEC-2024","     17.52","12-DEC-2025"
"HCC-RE1","BE","      4.82","12-DEC-2025","      4.01","12-DEC-2025"
"HCG","EQ","    804.65","24-OCT-2025","    456.95","23-DEC-2024"
"HCL-INSYS","EQ","     24.50","20-MAY-2025","     11.80","07-APR-2025"
"HCLTECH","EQ","   2012.20","13-JAN-2025","   1302.75","07-APR-2025"
"HDBFS","EQ","    891.90","03-JUL-2025","    705.05","07-NOV-2025"
"HDF100INAV","EQ","-","-","-","-"
"HDFC50INAV","EQ","-","-","-","-"
"HDFCAMC","EQ","   2967.25","16-OCT-2025","   1781.53","12-FEB-2025"
"HDFCBANK","EQ","   1020.50","23-OCT-2025","    812.15","13-JAN-2025"
"HDFCBSE500","EQ","     39.55","28-JUL-2025","     31.14","07-APR-2025"
"HDFCGOLD","EQ","    115.92","15-DEC-2025","     65.21","23-DEC-2024"
"HDFCGRINAV","EQ","-","-","-","-"
"HDFCGROWTH","EQ","    132.88","05-DEC-2025","    103.11","07-APR-2025"
"HDFCLIFE","EQ","    820.75","30-JUN-2025","    584.30","15-JAN-2025"
"HDFCLIQUID","EQ","   1045.47","21-JUL-2025","    990.00","24-MAR-2025"
"HDFCLOWVOL","EQ","     23.00","16-JUN-2025","     17.70","12-MAR-2025"
"HDFCLVINAV","EQ","-","-","-","-"
"HDFCMFINAV","EQ","-","-","-","-"
"HDFCMID150","EQ","     23.35","05-DEC-2025","     17.51","18-FEB-2025"
"HDFCMOINAV","EQ","-","-","-","-"
"HDFCMOMENT","EQ","     36.45","16-DEC-2024","     25.50","07-APR-2025"
"HDFCNEXT50","EQ","     73.98","17-DEC-2024","     57.00","03-MAR-2025"
"HDFCNFINAV","EQ","-","-","-","-"
"HDFCNIF100","EQ","     29.00","19-SEP-2025","     21.15","15-MAY-2025"
"HDFCNIFBAN","EQ","     62.30","09-DEC-2025","     48.51","18-MAR-2025"
"HDFCNIFIT","EQ","     47.74","16-DEC-2024","     32.24","07-APR-2025"
"HDFCNIFTY","EQ","    301.88","02-DEC-2025","    240.55","07-APR-2025"
"HDFCNIINAV","EQ","-","-","-","-"
"HDFCPBINAV","EQ","-","-","-","-"
"HDFCPSUBK","EQ","     88.56","01-DEC-2025","     55.68","03-MAR-2025"
"HDFCPVTBAN","EQ","     29.97","23-OCT-2025","     23.66","13-JAN-2025"
"HDFCQUAL","EQ","     61.86","18-DEC-2024","     49.53","04-MAR-2025"
"HDFCQUINAV","EQ","-","-","-","-"
"HDFCSEINAV","EQ","-","-","-","-"
"HDFCSENSEX","EQ","     98.48","08-DEC-2025","     80.55","07-APR-2025"
"HDFCSIINAV","EQ","-","-","-","-"
"HDFCSILVER","EQ","    187.10","14-OCT-2025","     83.13","20-DEC-2024"
"HDFCSML250","EQ","    186.65","03-JAN-2025","    135.21","03-MAR-2025"
"HDFCVALUE","EQ","    149.97","16-DEC-2024","    117.50","07-APR-2025"
"HDFCVLINAV","EQ","-","-","-","-"
"HDFLIQINAV","EQ","-","-","-","-"
"HDFPBKINAV","EQ","-","-","-","-"
"HDIL","BZ","      4.66","27-JAN-2025","      2.31","15-DEC-2025"
"HEADSUP","EQ","     14.48","27-FEB-2025","      8.66","15-DEC-2025"
"HEALADINAV","EQ","-","-","-","-"
"HEALTHADD","EQ","    152.22","23-OCT-2025","    120.00","27-DEC-2024"
"HEALTHIETF","EQ","    157.70","03-JAN-2025","    128.14","04-MAR-2025"
"HEALTHINAV","EQ","-","-","-","-"
"HEALTHY","EQ","     16.25","16-JUL-2025","     12.20","07-APR-2025"
"HECPROJECT","EQ","    184.10","25-JUN-2025","     82.01","08-APR-2025"
"HEG","EQ","    619.00","31-JUL-2025","    331.25","17-FEB-2025"
"HEIDELBERG","EQ","    242.78","27-JAN-2025","    168.94","09-DEC-2025"
"HEMIPROP","EQ","    190.69","03-OCT-2025","    111.03","07-APR-2025"
"HERANBA","EQ","    473.85","16-DEC-2024","    208.00","12-MAR-2025"
"HERCULES","EQ","    246.00","16-DEC-2024","    125.51","17-MAR-2025"
"HERITGFOOD","EQ","    540.00","18-SEP-2025","    352.10","07-APR-2025"
"HEROMOTOCO","EQ","   6388.50","05-DEC-2025","   3344.00","07-APR-2025"
"HESTERBIO","EQ","   2496.50","02-JAN-2025","   1242.95","28-MAR-2025"
"HEUBACHIND","EQ","    620.85","17-JUL-2025","    430.40","11-DEC-2025"
"HEXATRADEX","EQ","    327.80","17-DEC-2024","    160.26","08-DEC-2025"
"HEXT","EQ","    900.00","09-JUL-2025","    590.30","07-APR-2025"
"HFCL","EQ","    127.26","16-DEC-2024","     64.95","09-DEC-2025"
"HGINFRA","EQ","   1559.00","02-JAN-2025","    750.50","15-DEC-2025"
"HGM","EQ","     87.40","02-JAN-2025","     41.50","04-MAR-2025"
"HGS","EQ","    732.60","16-DEC-2024","    437.00","07-APR-2025"
"HIGREEN","SM","    340.90","22-JAN-2025","    127.05","09-DEC-2025"
"HIKAL","EQ","    456.75","16-APR-2025","    218.00","24-NOV-2025"
"HILINFRA","EQ","    131.40","14-AUG-2025","     59.58","09-DEC-2025"
"HILTON","EQ","    123.25","06-JAN-2025","     38.49","09-DEC-2025"
"HIMATSEIDE","EQ","    229.00","16-DEC-2024","    107.68","03-MAR-2025"
"HINDALCO","EQ","    864.00","30-OCT-2025","    546.45","07-APR-2025"
"HINDCOMPOS","EQ","    598.90","24-DEC-2024","    401.75","07-APR-2025"
"HINDCON","EQ","     49.98","16-DEC-2024","     27.00","02-DEC-2025"
"HINDCOPPER","EQ","    389.70","15-DEC-2025","    183.82","07-APR-2025"
"HINDOILEXP","EQ","    218.80","07-FEB-2025","    135.70","20-NOV-2025"
"HINDPETRO","EQ","    494.45","12-NOV-2025","    287.55","03-MAR-2025"
"HINDUNILVR","EQ","   2750.00","04-SEP-2025","   2136.00","04-MAR-2025"
"HINDWAREAP","EQ","    392.70","17-OCT-2025","    177.42","18-FEB-2025"
"HINDZINC","EQ","    571.80","15-DEC-2025","    378.15","03-MAR-2025"
"HIRECT","EQ","   2108.50","20-AUG-2025","    799.00","07-APR-2025"
"HISARMETAL","EQ","    246.65","23-DEC-2024","    155.00","12-DEC-2025"
"HITECH","EQ","    171.70","16-DEC-2024","     84.80","09-MAY-2025"
"HITECHCORP","EQ","    292.00","06-JAN-2025","    160.00","03-MAR-2025"
"HITECHGEAR","BE","    897.45","13-OCT-2025","    515.00","18-MAR-2025"
"HLEGLAS","EQ","    661.95","03-NOV-2025","    217.83","13-MAR-2025"
"HLVLTD","EQ","     21.20","19-DEC-2024","      8.60","09-DEC-2025"
"HMAAGRO","EQ","     42.15","16-DEC-2024","     27.75","09-DEC-2025"
"HMI150INAV","EQ","-","-","-","-"
"HMT","BZ","     79.80","10-JAN-2025","     44.50","09-DEC-2025"
"HMVL","EQ","    103.40","19-MAY-2025","     61.76","08-DEC-2025"
"HNDFDS","EQ","    608.00","16-APR-2025","    421.50","07-APR-2025"
"HNGSNBENAV","EQ","-","-","-","-"
"HNGSNGBEES","EQ","    579.92","06-OCT-2025","    309.05","13-JAN-2025"
"HOACFOODS","ST","    380.00","26-NOV-2025","    112.00","03-MAR-2025"
"HOLMARC","SM","    197.50","22-JAN-2025","     86.15","19-NOV-2025"
"HOMEFIRST","EQ","   1519.00","25-JUL-2025","    878.40","07-APR-2025"
"HOMESFY","SM","    538.40","30-DEC-2024","    159.75","10-DEC-2025"
"HONASA","EQ","    334.20","09-JUN-2025","    197.51","12-FEB-2025"
"HONAUT","EQ","  43732.55","03-JAN-2025","  31025.00","07-APR-2025"
"HONDAPOWER","EQ","   3256.00","10-JUL-2025","   1815.00","07-APR-2025"
"HPAL","EQ","     83.46","31-DEC-2024","     41.20","12-DEC-2025"
"HPIL","EQ","    183.54","17-DEC-2024","    110.40","09-MAY-2025"
"HPL","EQ","    639.90","15-JUL-2025","    339.00","03-MAR-2025"
"HPTL","ST","    327.40","07-OCT-2025","    101.05","03-APR-2025"
"HRHNEXT","SM","    125.60","16-DEC-2024","     25.30","02-DEC-2025"
"HSCL","EQ","    606.60","03-JAN-2025","    365.35","07-APR-2025"
"HSM250INAV","EQ","-","-","-","-"
"HTMEDIA","EQ","     28.64","06-OCT-2025","     15.10","09-MAY-2025"
"HUBTOWN","EQ","    365.70","25-AUG-2025","    162.05","09-MAY-2025"
"HUDCO","EQ","    262.70","17-DEC-2024","    158.85","03-MAR-2025"
"HUHTAMAKI","EQ","    305.15","16-DEC-2024","    170.56","03-MAR-2025"
"HVAX","SM","   1029.30","16-JUN-2025","    544.50","04-MAR-2025"
"HYBRIDFIN","BE","     33.62","23-OCT-2025","     10.05","09-MAY-2025"
"HYUNDAI","EQ","   2890.00","22-SEP-2025","   1541.70","07-APR-2025"
"IBLFL","SM","     74.00","21-AUG-2025","     45.45","12-MAR-2025"
"IBULLSLTD","EQ","     21.25","30-OCT-2025","     11.40","20-JAN-2025"
"IC10GSINAV","EQ","-","-","-","-"
"ICDSLTD","EQ","     76.00","18-DEC-2024","     37.13","21-APR-2025"
"ICEMAKE","EQ","   1088.75","24-APR-2025","    575.15","17-FEB-2025"
"ICICI1INAV","EQ","-","-","-","-"
"ICICI2INAV","EQ","-","-","-","-"
"ICICI5INAV","EQ","-","-","-","-"
"ICICIAINAV","EQ","-","-","-","-"
"ICICIB22","EQ","    118.76","31-OCT-2025","     93.02","03-MAR-2025"
"ICICIBANK","EQ","   1500.00","25-JUL-2025","   1186.00","23-JAN-2025"
"ICICIBINAV","EQ","-","-","-","-"
"ICICICINAV","EQ","-","-","-","-"
"ICICIFINAV","EQ","-","-","-","-"
"ICICIGI","EQ","   2068.70","01-JUL-2025","   1613.70","04-MAR-2025"
"ICICIGINAV","EQ","-","-","-","-"
"ICICIKINAV","EQ","-","-","-","-"
"ICICILINAV","EQ","-","-","-","-"
"ICICIMINAV","EQ","-","-","-","-"
"ICICININAV","EQ","-","-","-","-"
"ICICIOINAV","EQ","-","-","-","-"
"ICICIPINAV","EQ","-","-","-","-"
"ICICIPRULI","EQ","    693.50","15-JUL-2025","    525.80","07-APR-2025"
"ICICIQINAV","EQ","-","-","-","-"
"ICICIRINAV","EQ","-","-","-","-"
"ICICISINAV","EQ","-","-","-","-"
"ICICITINAV","EQ","-","-","-","-"
"ICICIXINAV","EQ","-","-","-","-"
"ICICIYINAV","EQ","-","-","-","-"
"ICICMOINAV","EQ","-","-","-","-"
"ICICOMINAV","EQ","-","-","-","-"
"ICIFININAV","EQ","-","-","-","-"
"ICIL","EQ","    423.95","16-DEC-2024","    213.55","07-APR-2025"
"ICINFRINAV","EQ","-","-","-","-"
"ICIQ30INAV","EQ","-","-","-","-"
"ICISECINAV","EQ","-","-","-","-"
"ICISENINAV","EQ","-","-","-","-"
"ICRA","EQ","   7130.00","16-JUL-2025","   5015.10","07-APR-2025"
"IDBI","EQ","    106.97","31-OCT-2025","     65.89","13-JAN-2025"
"IDBIGOINAV","EQ","-","-","-","-"
"IDEA","EQ","     12.03","15-DEC-2025","      6.12","14-AUG-2025"
"IDEAFORGE","EQ","    659.85","24-JUN-2025","    304.20","07-APR-2025"
"IDEALTECHO","SM","    221.00","10-SEP-2025","    116.15","30-DEC-2024"
"IDENTICAL","SM","     99.75","26-DEC-2024","     23.05","15-DEC-2025"
"IDFCFIRSTB","EQ","     84.43","15-DEC-2025","     52.46","07-APR-2025"
"IDFNIFINAV","EQ","-","-","-","-"
"IDFNIFTYET","EQ","    340.80","15-DEC-2025","    235.01","07-APR-2025"
"IEML","SM","    227.00","16-DEC-2024","     85.61","18-MAR-2025"
"IEX","EQ","    215.40","09-JUN-2025","    130.26","07-AUG-2025"
"IFBAGRO","EQ","   1640.00","12-NOV-2025","    440.00","07-APR-2025"
"IFBIND","EQ","   2019.80","31-OCT-2025","   1060.00","28-FEB-2025"
"IFCI","EQ","     74.50","29-MAY-2025","     36.20","07-APR-2025"
"IFGLEXPOR","EQ","    338.00","06-OCT-2025","    163.03","18-FEB-2025"
"IGARASHI","EQ","    797.70","18-DEC-2024","    401.05","07-APR-2025"
"IGCL","EQ","    122.00","22-JUL-2025","     78.50","09-DEC-2025"
"IGIL","EQ","    642.30","09-JAN-2025","    282.00","12-MAR-2025"
"IGL","EQ","    229.00","08-JUL-2025","    172.00","16-APR-2025"
"IGPL","EQ","    602.65","16-DEC-2024","    373.00","25-NOV-2025"
"IIFL","EQ","    592.80","01-DEC-2025","    279.80","04-MAR-2025"
"IIFLCAPS","EQ","    386.90","28-OCT-2025","    180.00","07-APR-2025"
"IITL","EQ","    417.00","17-DEC-2024","    153.00","04-AUG-2025"
"IKIO","EQ","    304.00","21-MAR-2025","    166.00","19-FEB-2025"
"IKS","EQ","   2189.00","26-DEC-2024","   1236.80","07-APR-2025"
"IL&FSENGG","BZ","     47.00","02-JAN-2025","     23.65","18-NOV-2025"
"IL&FSTRANS","BZ","      7.08","16-DEC-2024","      2.42","09-DEC-2025"
"IMAGICAA","EQ","     77.65","18-DEC-2024","     46.76","08-DEC-2025"
"IMFA","EQ","   1455.00","15-DEC-2025","    549.80","07-APR-2025"
"IMPAL","EQ","   1331.95","20-DEC-2024","    870.10","28-FEB-2025"
"IMPEXFERRO","BZ","      3.38","22-JAN-2025","      1.76","20-NOV-2025"
"INCREDIBLE","EQ","     55.15","26-DEC-2024","     28.50","03-MAR-2025"
"INDBANK","EQ","     50.55","20-DEC-2024","     25.50","07-APR-2025"
"INDGN","EQ","    681.70","21-JAN-2025","    499.00","28-FEB-2025"
"INDHOTEL","EQ","    894.90","30-DEC-2024","    672.60","07-NOV-2025"
"INDIACEM","EQ","    430.45","30-OCT-2025","    238.85","28-FEB-2025"
"INDIAGLYCO","EQ","   1222.00","20-NOV-2025","    503.53","03-MAR-2025"
"INDIAMART","EQ","   2799.00","14-JUL-2025","   1900.10","07-APR-2025"
"INDIANB","EQ","    894.85","18-NOV-2025","    473.90","13-JAN-2025"
"INDIANCARD","EQ","    452.20","18-DEC-2024","    217.50","05-MAR-2025"
"INDIANHUME","EQ","    479.00","04-JUL-2025","    281.05","17-FEB-2025"
"INDIASHLTR","EQ","   1011.75","21-JUL-2025","    607.00","04-FEB-2025"
"INDIFRA","SM","     28.20","09-JAN-2025","     12.65","03-APR-2025"
"INDIGO","EQ","   6232.50","18-AUG-2025","   3945.00","22-JAN-2025"
"INDIGOPNTS","EQ","   1509.40","16-DEC-2024","    910.00","07-APR-2025"
"INDIGRID","IV","    174.00","30-OCT-2025","    139.21","03-MAR-2025"
"INDIQUBE","EQ","    243.80","22-SEP-2025","    191.12","09-DEC-2025"
"INDNIPPON","EQ","   1099.90","08-OCT-2025","    545.30","17-MAR-2025"
"INDOAMIN","EQ","    204.09","16-DEC-2024","    105.00","04-MAR-2025"
"INDOBORAX","EQ","    301.85","28-JUL-2025","    142.35","19-FEB-2025"
"INDOCO","EQ","    349.80","16-JUL-2025","    190.00","28-FEB-2025"
"INDOFARM","EQ","    293.20","08-JAN-2025","    136.80","07-APR-2025"
